Facility Name,District,Amount Paid,Claim Month,Payment Date
AGONA CAMP CHPS,AMENFIMAN,1496.41,PAYMENT OF CLAIMS FOR JAN-23,01-Jul-2026
AGONA CAMP CHPS,AMENFIMAN,2291.55,PAYMENT OF CLAIMS FOR FEB-23,01-Jul-2026
AGONA CAMP CHPS,AMENFIMAN,1732.77,PAYMENT OF CLAIMS FOR DEC-25,01-Jul-2026
AGONA CAMP CHPS,AMENFIMAN,2782.42,PAYMENT OF CLAIMS FOR MAR-23,01-Jul-2026
AGONA CAMP CHPS,AMENFIMAN,3790.52,PAYMENT OF CLAIMS FOR APR-23,01-Jul-2026
AGONA GOVERNMENT HOSPITAL,AFIGYA SEK,170527.52,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
AGONA NINTA/NAMPONG CHPS,AGONA,886.15,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
AGONAFIE CHPS COMPOUND,AHANTA WEST,497.28,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
AGORDEKE CHPS COMPOUND,AFRAM PLAINS,1950.10,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
AGORMANYA CHPS COMPOUND,MANYA KROBO,1643.55,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
AGORMANYA CHPS COMPOUND,MANYA KROBO,2763.48,PAYMENT OF CLAIM FOR JAN-26,01-Jul-2026
AGORTA CHPS COMPOUND,SOUTH TONGU,2007.45,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
AGORTA CHPS COMPOUND,SOUTH TONGU,2241.38,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
AGORTIME CHPS COMPOUND,AFRAM PLAINS,2154.29,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
AGORTIME CHPS COMPOUND,AFRAM PLAINS,2002.06,PAYMENT OF CLAIM FOR MAR-26,01-Jul-2026
AGORTOE CHPS (KETA),KETA,3683.21,PAYMENT OF CLAIM FOR MAR-26,01-Jul-2026
AGUBIE CHPS COMPOUND,WENCHI,3724.79,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
AGUUSI CHPS COMPOUND,BOLGA,1502.40,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
AGUUSI CHPS COMPOUND,BOLGA,2131.85,PAYMENT OF CLAIMS FOR DEC-25,01-Jul-2026
AGYAPOMAA CHPS,EAST AKIM,4355.87,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
AGYAPOMAA CHPS,EAST AKIM,4932.76,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
AGYATA CHPS ZONE,AFRAM PLAINS,1643.67,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
AGYATA CHPS ZONE,AFRAM PLAINS,1515.29,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
AGYEMANTI CHPS,AKUAPEM SOUTH,2163.44,ACCRUAL OF UNVETTED CLAIMS FOR OCT-25,01-Jul-2026
AHAFO ANO NORTH MUNICIPAL HOSPITAL (TEPA DISTRICT HOSPITAL),AHAFO ANO N,291028.75,PAYMENT OF CLAIMS FOR DEC-25,01-Jul-2026
AHAMAKORAMBUA CHPS COMPOUND,AJUMAKO ENYAN,3786.85,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
AHAMANSU HEALTH CENTRE,KADJEBI,14087.55,PAYMENT OF CLAIMS FOR JUN-25,01-Jul-2026
AHENEMA KOKOBEN HEALTH CENTRE,BOSOMTWE-A_K,21159.12,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
AHENKRASU CHPS,EAST AKIM,1557.67,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
AHENKRASU CHPS,EAST AKIM,1802.08,PAYMENT OF CLAIMS FOR MAY-26,01-Jul-2026
AHENSAN CHPS COMPOUND,SEKYERE EAST-EF,1564.32,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
AHENSAN CHPS COMPOUND,SEKYERE EAST-EF,1742.01,PAYMENT OF CLAIMS FOR FEB. 2026,01-Jul-2026
AHINKWA CHPS,YILO KROBO,1700.63,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
"AHMADIYYA MISSION HOSPITAL, MIM",ASUNAFO N,102047.91,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
AHMADIYYA MUSLIM MISSION (AGONA),AGONA NHIS,118685.39,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
AHODJO OKOBEYEYE CHPS COMPOUND,AKUAPEM NORTH,1805.45,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
AHODJO OKOBEYEYE CHPS COMPOUND,AKUAPEM NORTH,1889.25,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
AHOMAHOMASO CHPS ZONE,FANTEAKWA,10096.30,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
AHWERASE CHPS COMPOUND,AKUAPEM S,4126.72,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
AHWEREWA CHPS COMPOUND,SEKYERE EAST,4172.35,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
AIDOOSUAZO CHPS COMPOUND,ELEMBELLE,9344.89,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
AIDOOSUAZO CHPS COMPOUND,ELEMBELLE,10003.67,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
AIRBORNE MEDICAL CENTRE,SAGNARIGU,4264.69,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
AIRPORT CHPS ZONE,ASUNAFO NORTH,4501.33,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
AIRPORT CHPS ZONE,ASUNAFO NORTH,4046.67,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
AJALAJA CHPS COMPOUND,PRU,2053.85,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
AJUMAKO DISTRICT HOSPITAL,AJUMAKO ENYAN,282782.59,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
AJUMAKO DISTRICT HOSPITAL,AJUMAKO ENYAN,178635.06,PAYMENT OF CLAIMS FOR DEC 25,01-Jul-2026
AKAATISO CHPS (BIA),BIA,8349.68,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
AKAKOM CHPS,ATIWA,3722.45,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
AKAMAKOPE CHPS COMPOUND,AFRAM PLAINS HI,653.24,PAYMENT OF CLAIMS FOR MAY-26,01-Jul-2026
AKAMAKOPE CHPS COMPOUND,AFRAM PLAINS HI,547.63,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
AKAME CHPS ZONE,KETU,3306.60,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
AKANIEM CHPS (KRACHI WEST),KRACHI WEST D,4916.01,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
AKANTENG CHPS COMPOUND,WEST AKIM,13653.72,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
AKARA CHPS COMPOUND,GARU,1450.98,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
AKATAWIA CHPS COMPOUND,MANYA KROBO,1430.17,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
AKATAWIA CHPS COMPOUND,MANYA KROBO,1564.21,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
AKATENCHIE CHPS COMPOUND,AHANTAMAN,2283.94,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
AKATENG HEALTH CENTRE- UPPER MANYA KROBO,MANYA KROBO,15123.28,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
AKATENG HEALTH CENTRE- UPPER MANYA KROBO,MANYA KROBO,17463.54,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
AKENTEN APPIAH-MENKA UNIVERSITY OF SKILLS TRAINING AND ENTERPRENEURIAL DEVELOPMENT - AAMUSTED CLINIC,SEKYERE WEST,5672.10,PAYMENT OF CLAIMS FOR DEC-25,01-Jul-2026
AKENTEN APPIAH-MENKA UNIVERSITY OF SKILLS TRAINING AND ENTERPRENEURIAL DEVELOPMENT - AAMUSTED CLINIC,SEKYERE WEST,7945.62,PAYMENT OF CLAIMS FOR FEB.-26,01-Jul-2026
AKETEBUOR CHPS COMPOUND,MANYA KROBO,720.62,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
AKETEKYI CHPS COMPOUND,AHANTAMAN,1443.71,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
AKIM STATE CHPS COMPOUND,BIRIM SOUTH,814.39,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
AKIM STATE CHPS COMPOUND,BIRIM SOUTH,736.60,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
AKIM TAKYI CHPS COMPOUND,BIRIM SOUTH,2040.91,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
AKOASE RCH,BIRIM NORTH DMH,19007.28,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
AKOBIMA CHPS,MFANTSIMAN,1241.02,PAYMENT OF CLAIMS FOR JAN. 2026,01-Jul-2026
HOHOE KITIKPA HEALTH CENTRE,HOEHOE,3646.30,PAYMENT OF CLAIM FOR MAR-26,01-Jul-2026
HOHOE MUNICIPAL HOSPITAL,HOHOE,381581.19,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
HOHOE MUNICIPAL HOSPITAL,HOHOE,500292.72,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
HOHOE MUNICIPAL HOSPITAL,HOHOE,606164.18,PAYMENT OF CLAIMS FOR AUG-25,01-Jul-2026
HOLUTA CHPS COMPOUND,HO,2531.33,PAYMENT OF CLAIM FOR MAR-26,01-Jul-2026
HOLUTA CHPS COMPOUND,HO,1036.80,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
HOLY BRIDGE CLINIC AND MATERNITY HOME,ADENTA,7109.98,PAYMENT OF CLAIMS FOR JAN.-26,01-Jul-2026
HOLY CHILD HEALTH CENTRE (EGYAM),AMENFI WEST,4313.14,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
HOLY CHILD HEALTH CENTRE (FIJAI),SEKONDI SM,141980.18,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
HOLY ROSARY HEALTH CENTRE (AMANKWA HEALTH CENTRE),AFRAM PLAINS,17170.83,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
HOLY ROSARY HEALTH CENTRE (AMANKWA HEALTH CENTRE),AFRAM PLAINS,19306.57,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
HOLY ROSARY HEALTH CENTRE (AMANKWA HEALTH CENTRE),AFRAM PLAINS,17644.39,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
HON. SAMUEL OWUSU AGYEI HEALTH CENTER,EWUTU EFFUTU SE,10945.82,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
HOPE CENTRE CLINIC,HO,1307.92,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
HOPE CENTRE CLINIC,HO,1396.06,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
HOPE CHRISTIAN HOSPITAL/ANDREA BROWNING CLINIC,GOMOAMAN,66391.19,PAYMENT OF CLAIMS FOR MARCH-26,01-Jul-2026
HORME-KEKPO CHPS,NORTH TONGU,845.35,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
HORME-KEKPO CHPS,NORTH TONGU,1096.70,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
HOVIEFE CHPS ZONE,HO,626.33,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
HUNI VALLEY HEALTH CENTRE,WASSA-WEST,20251.67,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
HWEEHWEE CLINIC,OKWAWUMAN S,5701.04,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
HWIDIEM CHPS COMPOUND,ADANSI SOUTH,1597.48,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
Ho Technical University,HO,112109.60,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
Ho Technical University,HO,94070.78,PAYMENT FOR CLAIMS- FEB 26,01-Jul-2026
IDUAPRIEM HEALTH CENTRE,WASSA-WEST,8613.60,PAYMENT OF CLAIMS FOR FEB.-26,01-Jul-2026
IMMACULATE CONCEPTION HEALTH CENTRE,NADOWLI MHIS,37743.98,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
"INCHABAN HEALTH CENTRE,.",SHAMA,23145.16,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
INFANT JESUS CATHOLIC CLINIC,AWUTU,3566.77,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
INTERNATIONAL MARITIME HOSPITAL GHANA LIMITED,TEMA,4101.44,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
ISRAEL HEALTH CENTRE,GA,2159.33,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
ISSA HEALTH CENTRE (ISSA POLYCLINIC),NADOWLI,89766.45,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
JAGSA CHPS COMPOUND,BUILSA,714.58,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
JAGSA CHPS COMPOUND,BUILSA,533.18,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
JAKAI HEALTH CENTRE,ASSIN SOUTH,11503.70,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
JAMA HEALTH CENTRE,BOLE DMHIS,10052.44,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
JAMAICA CHPS,BIRIM SOUTH,3169.79,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
JAMASI HEALTH CENTRE,AFIGYA SEK,22076.49,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
JAMASI NO 2 CHPS,OKWAHUMAN W,1621.69,PAYMENT OF CLAIMS FOR FEB. 2026,01-Jul-2026
JAMBUSI CHPS,WA WEST,5506.14,PAYMENT OF CLAIMS FOR MAY-26,01-Jul-2026
JAMERA CHPS,JAMAN N,14378.88,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
JAMRA POLYCLINIC,A.O.B,23491.78,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
JANGA HOSPITAL,W MAMPRUSI,124524.94,PAYMENT OF CLAIMS FOR APR-25,01-Jul-2026
JANJORI-KUKUO H/ CENTRE,SAVE/NANTONG,8158.47,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
JANTONG CHPS,EAST GONJA,5967.00,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
JAPEKROM CHPS,JAMAN SOUTH,29487.22,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
JASICO COLLEGE CLINIC,JASIKAN,1070.21,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
JEDUA KESSE CHPS,AMENFIMAN,835.40,PAYMENT OF CLAIMS FOR MAR. 2025,01-Jul-2026
JEDUA KESSE CHPS,AMENFIMAN,950.39,PAYMENT OF CLAIMS FOR AUG. 2025,01-Jul-2026
JEDUA KESSE CHPS,AMENFIMAN,874.40,PAYMENT OF CLAIMS FOR FEB. 2025,01-Jul-2026
JEDUA KESSE CHPS,AMENFIMAN,709.61,PAYMENT OF CLAIMS FOR OCT. 2025,01-Jul-2026
JEDUA KESSE CHPS,AMENFIMAN,495.64,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
JEDUA KESSE CHPS,AMENFIMAN,623.95,PAYMENT OF CLAIMS FOR SEP. 2025,01-Jul-2026
JEDUA KESSE CHPS,AMENFIMAN,657.64,PAYMENT OF CLAIMS FOR DEC. 2024,01-Jul-2026
JEDUA KESSE CHPS,AMENFIMAN,395.18,PAYMENT OF CLAIMS FOR MAY 2025,01-Jul-2026
JEDUA KESSE CHPS,AMENFIMAN,496.04,PAYMENT OF CLAIMS FOR JAN. 2025,01-Jul-2026
JEDUA KESSE CHPS,AMENFIMAN,628.33,PAYMENT OF CLAIMS FOR JUN. 2025,01-Jul-2026
JEDUA KESSE CHPS,AMENFIMAN,575.32,PAYMENT OF CLAIMS FOR JUL. 2025,01-Jul-2026
JEDUA KESSE CHPS,AMENFIMAN,670.55,PAYMENT OF CLAIMS FOR APR. 2025,01-Jul-2026
JEDUA KESSE CHPS,AMENFIMAN,782.23,PAYMENT OF CLAIMS FOR NOV. 2024,01-Jul-2026
JEDUA KESSE CHPS,AMENFIMAN,726.27,PAYMENT OF CLAIMS FOR NOV. 2025,01-Jul-2026
JEDUA KESSE CHPS,AMENFIMAN,560.09,PAYMENT OF CLAIMS FOR DEC. 2025,01-Jul-2026
JEDUA KESSE CHPS,AMENFIMAN,228.75,PAYMENT OF CLAIMS FOR JAN. 2026,01-Jul-2026
JENINI CHPS,JAMAN N,22203.93,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
JENTILPE HEALTH CENTRE,SAWLA TUNA K,2593.35,PAYMENT OF CLAIMS FOR FEB 2026,01-Jul-2026
JERICHO HEALTH CENTER,ASHAIMAN,7140.12,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
JETIASE CHPS COMPOUND,SEKYERE WEST,3261.15,PAYMENT OF CLAIM FOR FEB-26,01-Jul-2026
JIMLE HEALTH CENTRE,YENDI DIST HIS,3668.60,PAYMENT OF CLAIM FOR MAR-26,01-Jul-2026
JOMA HEALTH CENTER,GA CENTRAL DIST,7787.06,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
JONGA CHPS,WA MUN,5188.74,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
JONGA CHPS,WA MUN,4369.00,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
JONGFIAN CHPS,WA EAST,1497.41,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
JORDAN-NU CHPS,KPANDO,3682.62,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
JUANAYILI CHPS,NANUMBA NORTH,12217.02,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
JUANSA HEALTH CENTRE,ASANTE AKIM N,164636.52,PAYMENT OF CLAIMS FOR FEB 2026,01-Jul-2026
JUAPONG HEALTH CENTRE,NORTH TONGU,60029.98,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
JUDICIAL SERVICES CLINIC,ASHIEDU KE,989.38,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
JUDICIAL SERVICES CLINIC,ASHIEDU KE,818.78,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
JUDICIAL SERVICES CLINIC,ASHIEDU KE,1019.49,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
JUKWA HEALTH CENTRE,TLD,17412.68,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
JUKWA HEALTH CENTRE,TLD,18296.10,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
JUMAPO HEALTH CENTRE,NEW JUABEN,17857.79,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
JUMBO CHPS ZONE,NKWANTA,1633.00,PAYMENT OF CLAIMS FOR JAN. 2026,01-Jul-2026
KABAMPE HEALTH CENTRE,WEST GONJA,1092.77,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
KABILE CHPS,JAMAN N,16965.85,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KABISAYOR CHPS COMPOUND,JASIKAN,1375.81,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
KABONWULE CHPS,EAST GONJA,4171.65,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KABONWULE CHPS COMPOUND,NKWANTA,1819.43,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
KABONWULE CHPS COMPOUND,NKWANTA,1822.38,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KABRE CHPS-BONGO,BONGO MHIS,727.49,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
KABRE CHPS-BONGO,BONGO MHIS,484.16,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KABRE CHPS-BONGO,BONGO MHIS,700.60,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KADARE CHPS,BONGO,1917.04,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
KADARE CHPS,BONGO,2383.83,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KADELSO CHPS COMPOUND,KINTAMPO NORTH,33940.43,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KADELSO CHPS COMPOUND,KINTAMPO NORTH,34449.26,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KADEMA CHPS COMPOUND,BUILSA,6530.65,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KADENTWE CHPS,KRACHI WEST,1424.12,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
KADENTWE CHPS,KRACHI WEST,1822.46,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
KAGBAL CHPS COMPOUND,WEST GONJA,1841.46,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KAGBAL CHPS COMPOUND,WEST GONJA,1748.57,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
KAGBAL CHPS COMPOUND,WEST GONJA,1850.05,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KAJAI CHPS COMPOUND,PRU,1452.59,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
KAKUMDO CHPS COMPOUND,OGUAMAN,3092.64,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
KALANDE CHPS,EAST GONJA,2616.37,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
KALIDU CHPS COMPOUND,BOLE,3475.18,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
KALIJIISA CHPS COMPOUND,BUILSA,1272.31,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
KALSEGRA HEALTH CENTRE,NADOWLI,5935.67,ACCRUAL OF UNVETTED CLAIMS FOR NOV-25,01-Jul-2026
KALVIO GUGORO,KASSENA NANKANA,681.65,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KAMA CHPS COMPOUND,PRU,4261.61,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KAMAHEGU CHPS COMPOUND,NADOWLI,1360.13,PAYMENT OF CLAIMS FOR MAY-26,01-Jul-2026
KAMAHEGU CHPS COMPOUND,NADOWLI,1052.74,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KAMBALI HEALTH CENTRE,WA MUN,38985.87,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KAMSHEGU CHPS COMPOUND,YENDI,2558.24,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KAMSHEGU CHPS COMPOUND,YENDI,2206.97,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KANDEMA CHPS COMPOUND,BUILSA DMHIS,409.29,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KANDEMA CHPS COMPOUND,BUILSA DMHIS,133.68,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KANDEMA CHPS COMPOUND,BUILSA DMHIS,239.60,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KANESHIE POLYCLINIC,OKAIKOI,69264.69,PAYMENT OF CLAIMS FOR MARCH-26,01-Jul-2026
KANJARGA HEALTH CENTRE,BUILSA,22628.70,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KANJARGA HEALTH CENTRE,BUILSA,24050.62,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KANJO CHPS COMPOUND,NKWANTA,1799.33,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KANKANDUALE CHPS,SISSALA WEST MH,3021.84,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KARLO HEALTH CENTRE,AOWIN-SU,3482.45,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KARNI HEALTH CENTRE(ST STELLA'S CLINIC),JIRAPA LAMB,14164.73,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KASHEGU CHPS,SAVELUGU-NANTON,2665.03,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
KASHEGU CHPS,SAVELUGU-NANTON,1939.18,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
KASIESA CHPS,BUILSA DMHIS,2799.77,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KASIESA CHPS,BUILSA DMHIS,1073.75,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KASOA POLYCLINIC,AWUTU-EFF-SEN,170649.44,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
KASSANA CHPS,SISSALA E,1427.14,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KASSEH HEALTH CENTRE,DANGME EAST,23936.63,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KASSENA NANKANA CHPS COMPOUND,UPPER EAST,7893.55,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KATAKYIEKROM CHPS COMPOUND,JAMAN SOUTH,7429.56,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KATAKYIEKROM CHPS COMPOUND,JAMAN SOUTH,5725.85,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KATAMANSO CHPS,TEMA,29272.19,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
KATANGA HEALTH CENTRE (KRACHI EAST),KRACHI EAST,8599.63,PAYMENT OF CLAIMS FOR FEB.-26,01-Jul-2026
KATANI HEALTH CENTRE,GUSHEGU,20434.07,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KATAPEI CHPS COMPOUND,AHAFO ANO SOUTH,3814.59,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KATIEJELI CHPS COMPOUND,GONJA EAST,11635.16,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
KATIU CHPS COMPOUND,KASENA-NAN,4892.43,PAYMENT OF CLAIMS FOR FEB.-26,01-Jul-2026
KAWAMPE CHPS,KINTAMPO N,11673.54,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KAWANOPADO CHPS,ASIKUMA ODO BRA,3296.75,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KAWU CHPS,WA WEST,750.44,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
KECHEIBI CHPS ZONE,NKWANTA,7362.11,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KEDZI HEALTH CENTRE (KETA),KETA,18552.72,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KEGYINA CHPS COMPOUND,NZEMA EAST,3294.56,PAYMENT OF CLAIM FOR FEB-26,01-Jul-2026
KENYANKOR CHPS COMPOUND,AGONA,5105.12,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KENYASI HEALTH CENTER (ASUTIFI),ASUTIFI,242722.33,PAYMENT OF CLAIMS FOR JAN- 26,01-Jul-2026
KENYASI HEALTH CENTER (ASUTIFI),ASUTIFI,270099.46,CLAIMS PAYMENT FOR DEC-25,01-Jul-2026
KETA MUNICIPAL HOSPITAL,KETA,438873.40,ACCRUAL OF UNVETTED CLAIMS FOR OCT-25,01-Jul-2026
KETA MUNICIPAL HOSPITAL,KETA,352395.16,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
